time,suhu,cuaca,humidity,light_intensity,ph
2026-03-01 00:00:00,20.552940368652344,0.0,0.3531921803951263,0.0,6.518575668334961
2026-03-01 01:00:00,20.305269241333008,0.0,0.3527147769927978,0.0,6.521711349487305
2026-03-01 02:00:00,20.20388412475586,0.0,0.3521589338779449,0.0,6.5210957527160645
2026-03-01 03:00:00,20.1279411315918,0.0,0.3549008369445801,0.0,6.5243425369262695
2026-03-01 04:00:00,20.08696556091309,0.0,0.3569796085357666,0.0,6.525217533111572
2026-03-01 05:00:00,19.87722396850586,0.0,0.3571343421936035,0.0,6.524960994720459
2026-03-01 06:00:00,19.87499618530273,0.0,0.3559353351593017,150.0,6.524499416351318
2026-03-01 07:00:00,20.30413818359375,0.0,0.3568121790885925,179.16666666666666,6.5253005027771
2026-03-01 08:00:00,21.261762619018555,0.0,0.3568560779094696,208.33333333333331,6.525396347045898
2026-03-01 09:00:00,22.446149826049805,0.0,0.3550732433795929,237.5,6.522170066833496
2026-03-01 10:00:00,23.55353164672852,0.0,0.3535527288913727,266.66666666666663,6.5195417404174805
2026-03-01 11:00:00,24.391834259033203,0.0,0.3529945611953735,295.83333333333337,6.518167972564697
2026-03-01 12:00:00,24.79192543029785,0.0,0.3543145656585693,325.0,6.517772674560547
2026-03-01 13:00:00,24.848190307617188,0.0,0.3562788069248199,354.1666666666667,6.517959117889404
2026-03-01 14:00:00,24.57667732238769,0.0,0.3591578900814056,383.3333333333333,6.518466472625732
2026-03-01 15:00:00,24.090211868286133,0.0,0.3646259009838104,412.5,6.518679141998291
2026-03-01 16:00:00,23.5026912689209,0.0,0.3696631491184234,441.6666666666667,6.5179524421691895
2026-03-01 17:00:00,22.848575592041016,0.0,0.3699747323989868,470.8333333333333,6.517314434051514
2026-03-01 18:00:00,22.188905715942383,0.0,0.3686640858650207,500.0,6.518691062927246
2026-03-01 19:00:00,21.71556663513184,0.0,0.3657653927803039,0.0,6.521562099456787
2026-03-01 20:00:00,21.345760345458984,0.0,0.3623140454292297,0.0,6.523890018463135
2026-03-01 21:00:00,21.07621955871582,0.0,0.3577708303928375,0.0,6.525778293609619
2026-03-01 22:00:00,20.98921585083008,0.0,0.3550059795379638,0.0,6.525328636169434
2026-03-01 23:00:00,20.76317024230957,0.0,0.3549580574035644,0.0,6.526442050933838
2026-03-02 00:00:00,20.574188232421875,0.0,0.3538523614406585,0.0,6.526755809783936
2026-03-02 01:00:00,20.38923454284668,0.0,0.3550084829330444,0.0,6.525298595428467
2026-03-02 02:00:00,20.262117385864254,0.0,0.3557246029376983,0.0,6.524417400360107
2026-03-02 03:00:00,20.26312065124512,0.0,0.3579581379890442,0.0,6.523120403289795
2026-03-02 04:00:00,20.18732070922852,0.0,0.3587519526481628,0.0,6.521968364715576
2026-03-02 05:00:00,20.01344871520996,0.0,0.3590997159481048,0.0,6.520103931427002
2026-03-02 06:00:00,19.999895095825195,0.0,0.3588644862174988,150.0,6.52025842666626
2026-03-02 07:00:00,20.50924301147461,0.0,0.3584140539169311,179.16666666666666,6.519290447235107
2026-03-02 08:00:00,21.392372131347656,0.0,0.3583686649799347,208.33333333333331,6.519425868988037
2026-03-02 09:00:00,22.537742614746094,0.0,0.3556415140628814,237.5,6.518941879272461
2026-03-02 10:00:00,23.63782501220703,0.0,0.3528268337249756,266.66666666666663,6.516346454620361
2026-03-02 11:00:00,24.486570358276367,0.0,0.350308358669281,295.83333333333337,6.51484489440918
2026-03-02 12:00:00,24.83332252502441,0.0,0.3499957919120788,325.0,6.515840530395508
2026-03-02 13:00:00,24.818605422973636,0.0,0.3518978655338287,354.1666666666667,6.516736507415772
2026-03-02 14:00:00,24.560775756835938,0.0,0.3540879487991333,383.3333333333333,6.515625
2026-03-02 15:00:00,24.1466007232666,0.0,0.3590927124023437,412.5,6.515753746032715
2026-03-02 16:00:00,23.592195510864254,0.0,0.3637339174747467,441.6666666666667,6.515462875366211
2026-03-02 17:00:00,22.968936920166016,0.0,0.3650838136672973,470.8333333333333,6.515138149261475
2026-03-02 18:00:00,22.307466506958008,0.0,0.363372802734375,500.0,6.518260002136231
2026-03-02 19:00:00,21.78710556030273,0.0,0.3613982200622558,0.0,6.52130937576294
2026-03-02 20:00:00,21.417585372924805,0.0,0.3589175939559936,0.0,6.524405956268311
2026-03-02 21:00:00,21.135364532470703,0.0,0.3554487824440002,0.0,6.526088237762451
2026-03-02 22:00:00,21.02192497253418,0.0,0.3523795008659363,0.0,6.527008056640625
2026-03-02 23:00:00,20.854114532470703,0.0,0.3513617515563965,0.0,6.526279449462891
2026-03-03 00:00:00,20.637287139892575,0.0,0.3511939942836761,0.0,6.525390625
2026-03-03 01:00:00,20.425785064697266,0.0,0.350602775812149,0.0,6.52315616607666
2026-03-03 02:00:00,20.341875076293945,0.0,0.3513571619987488,0.0,6.522329330444336
2026-03-03 03:00:00,20.29767799377441,0.0,0.3540466725826263,0.0,6.523086071014404
2026-03-03 04:00:00,20.2442569732666,0.0,0.3564052879810333,0.0,6.522254943847656
2026-03-03 05:00:00,20.10730361938477,0.0,0.3574383854866028,0.0,6.522253513336182
2026-03-03 06:00:00,20.053874969482425,0.0,0.3563937842845917,150.0,6.522049427032471
2026-03-03 07:00:00,20.5191707611084,0.0,0.3567321002483368,179.16666666666666,6.5231146812438965
2026-03-03 08:00:00,21.46625518798828,0.0,0.3555844724178314,208.33333333333331,6.521727085113525
2026-03-03 09:00:00,22.61515045166016,0.0,0.3519196510314941,237.5,6.520714282989502
2026-03-03 10:00:00,23.70013427734375,0.0,0.3498930037021637,266.66666666666663,6.517941951751709
2026-03-03 11:00:00,24.469173431396484,0.0,0.3486120700836181,295.83333333333337,6.51826810836792
2026-03-03 12:00:00,24.917469024658203,0.0,0.3483516275882721,325.0,6.518621444702148
2026-03-03 13:00:00,24.900728225708008,0.0,0.3501822352409363,354.1666666666667,6.519755840301514
2026-03-03 14:00:00,24.53888511657715,0.0,0.3540590107440948,383.3333333333333,6.518819332122803
2026-03-03 15:00:00,24.1640739440918,0.0,0.3587330281734466,412.5,6.518775939941406
2026-03-03 16:00:00,23.647708892822266,0.0,0.3625634610652923,441.6666666666667,6.519101142883301
2026-03-03 17:00:00,23.039756774902344,0.0,0.3638555109500885,470.8333333333333,6.519003391265869
2026-03-03 18:00:00,22.41415405273437,0.0,0.3616753220558166,500.0,6.519639492034912
2026-03-03 19:00:00,21.96702003479004,0.0,0.3587442934513092,0.0,6.52078104019165
2026-03-03 20:00:00,21.590539932250977,0.0,0.3562926948070526,0.0,6.523781776428223
2026-03-03 21:00:00,21.36284446716309,0.0,0.3533532917499542,0.0,6.525778293609619
2026-03-03 22:00:00,21.141902923583984,0.0,0.35164475440979,0.0,6.5276408195495605
2026-03-03 23:00:00,20.938526153564453,0.0,0.3504640758037567,0.0,6.530163288116455
2026-03-04 00:00:00,20.74588203430176,0.0,0.3498976826667785,0.0,6.529149055480957
2026-03-04 01:00:00,20.47142601013184,0.0,0.349067747592926,0.0,6.528651237487793
2026-03-04 02:00:00,20.316993713378903,0.0,0.3490931987762451,0.0,6.52586030960083
2026-03-04 03:00:00,20.293684005737305,0.0,0.3520484268665313,0.0,6.52528715133667
2026-03-04 04:00:00,20.217796325683597,0.0,0.3548728823661804,0.0,6.525602340698242
2026-03-04 05:00:00,20.045541763305664,0.0,0.3545166254043579,0.0,6.524113178253174
2026-03-04 06:00:00,20.03401756286621,0.0,0.3537991940975189,150.0,6.5229902267456055
2026-03-04 07:00:00,20.562049865722656,0.0,0.3535617887973785,179.16666666666666,6.523507118225098
2026-03-04 08:00:00,21.46790885925293,0.0,0.3521377146244049,208.33333333333331,6.523463249206543
2026-03-04 09:00:00,22.639890670776367,0.0,0.3492601811885834,237.5,6.52095365524292
2026-03-04 10:00:00,23.687868118286133,0.0,0.3465413451194763,266.66666666666663,6.518080234527588
